,4/3/24 07:02:57,STOCK,SELL,-20,TO CLOSE,TSLA,,,STOCK,165.68,165.68,STP\
,4/3/24 07:00:53,STOCK,BUY,+20,TO OPEN,TSLA,,,STOCK,165.31,165.31,LMT\
,4/2/24 12:50:02,STOCK,SELL,-20,TO CLOSE,TSLA,,,STOCK,165.97,165.97,STP\
,4/2/24 12:49:40,STOCK,BUY,+20,TO OPEN,TSLA,,,STOCK,166.085,166.085,MKT\
,4/2/24 12:49:33,STOCK,BUY,+20,TO CLOSE,TSLA,,,STOCK,166.02,166.02,STP\
,4/2/24 12:42:37,STOCK,SELL,-20,TO OPEN,TSLA,,,STOCK,166.172,166.172,MKT\
,4/2/24 12:42:23,STOCK,SELL,-10,TO CLOSE,TSLA,,,STOCK,166.18,166.18,STP\
,4/2/24 12:42:23,STOCK,SELL,-10,TO CLOSE,TSLA,,,STOCK,166.18,166.18,STP\
,4/2/24 12:30:02,STOCK,BUY,+20,TO OPEN,TSLA,,,STOCK,166.01,166.01,LMT\
,4/2/24 12:29:48,STOCK,BUY,+20,TO CLOSE,TSLA,,,STOCK,166.0833,166.0835,MKT\
,4/2/24 11:29:43,STOCK,SELL,-20,TO OPEN,TSLA,,,STOCK,165.99,165.99,LMT\
,4/2/24 11:12:14,STOCK,BUY,+20,TO CLOSE,TSLA,,,STOCK,166.35,166.35,MKT\
,4/2/24 11:02:09,STOCK,SELL,-20,TO OPEN,TSLA,,,STOCK,166.52,166.52,LMT\
,4/2/24 10:59:41,STOCK,SELL,-10,TO CLOSE,TSLA,,,STOCK,166.33,166.33,STP\
,4/2/24 10:56:54,STOCK,SELL,-10,TO CLOSE,TSLA,,,STOCK,166.36,166.36,STP\
,4/2/24 10:43:19,STOCK,SELL,-1,TO CLOSE,TSLA,,,STOCK,166.37,166.37,STP\
,4/2/24 10:20:07,STOCK,BUY,+10,TO OPEN,TSLA,,,STOCK,166.7699,166.77,MKT\
,4/2/24 09:58:55,STOCK,BUY,+10,TO OPEN,TSLA,,,STOCK,167.335,167.335,MKT\
,4/2/24 09:51:28,STOCK,BUY,+1,TO OPEN,TSLA,,,STOCK,167.372,167.37,MKT\
,4/2/24 09:51:12,STOCK,BUY,+1,TO CLOSE,TSLA,,,STOCK,167.13,167.13,STP\
,4/2/24 09:48:00,STOCK,SELL,-1,TO OPEN,TSLA,,,STOCK,166.99,166.99,LMT\
,4/2/24 08:08:34,STOCK,BUY,+200,TO CLOSE,TSLA,,,STOCK,164.47,164.47,STP\
,4/2/24 08:08:08,STOCK,SELL,-138,TO OPEN,TSLA,,,STOCK,164.35,164.35,LMT\
,4/2/24 08:08:08,STOCK,SELL,-45,TO OPEN,TSLA,,,STOCK,164.35,164.35,LMT\
,4/2/24 08:08:08,STOCK,SELL,-17,TO OPEN,TSLA,,,STOCK,164.35,164.35,LMT\
,4/2/24 07:51:43,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,164.87,164.87,STP\
,4/2/24 07:51:43,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,164.87,164.87,STP\
,4/2/24 07:51:03,STOCK,SELL,-200,TO OPEN,TSLA,,,STOCK,164.86,164.86,MKT\
,4/2/24 07:50:48,STOCK,BUY,+56,TO CLOSE,TSLA,,,STOCK,165.02,165.02,STP\
,4/2/24 07:50:48,STOCK,BUY,+15,TO CLOSE,TSLA,,,STOCK,165.00,165.00,STP\
,4/2/24 07:50:48,STOCK,BUY,+29,TO CLOSE,TSLA,,,STOCK,165.01,165.01,STP\
,4/2/24 07:50:48,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,165.02,165.02,STP\
,4/2/24 07:50:05,STOCK,SELL,-190,TO OPEN,TSLA,,,STOCK,164.79,164.79,LMT\
,4/2/24 07:50:05,STOCK,SELL,-10,TO OPEN,TSLA,,,STOCK,164.79,164.79,LMT\
,4/2/24 07:43:26,STOCK,BUY,+200,TO CLOSE,TSLA,,,STOCK,165.25,165.25,STP\
,4/2/24 07:43:18,STOCK,SELL,-200,TO OPEN,TSLA,,,STOCK,165.09,165.09,LMT\
,4/2/24 07:40:23,STOCK,SELL,-75,TO CLOSE,TSLA,,,STOCK,164.99,164.99,MKT\
,4/2/24 07:39:59,STOCK,BUY,+75,TO OPEN,TSLA,,,STOCK,164.91,164.91,LMT\
,4/1/24 14:30:25,STOCK,SELL,-200,TO CLOSE,LIFW,,,STOCK,1.13,1.13,LMT\
,4/1/24 14:24:40,STOCK,BUY,+200,TO OPEN,LIFW,,,STOCK,1.18,1.18,LMT\
,4/1/24 14:15:54,STOCK,SELL,-200,TO CLOSE,LIFW,,,STOCK,1.19,1.19,LMT\
,4/1/24 14:02:28,STOCK,BUY,+200,TO OPEN,LIFW,,,STOCK,1.35,1.35,LMT\
,4/1/24 13:58:57,STOCK,SELL,-200,TO CLOSE,LIFW,,,STOCK,1.18,1.18,LMT\
,4/1/24 13:57:24,STOCK,BUY,+11,TO OPEN,LIFW,,,STOCK,1.22,1.22,LMT\
,4/1/24 13:57:24,STOCK,BUY,+189,TO OPEN,LIFW,,,STOCK,1.22,1.22,LMT\
,4/1/24 12:49:23,STOCK,BUY,+32,TO CLOSE,MU,,,STOCK,123.91,123.91,STP\
,4/1/24 12:49:23,STOCK,BUY,+1,TO CLOSE,MU,,,STOCK,123.91,123.91,STP\
,4/1/24 12:49:23,STOCK,BUY,+67,TO CLOSE,MU,,,STOCK,123.90,123.90,STP\
,4/1/24 12:49:23,STOCK,BUY,+100,TO CLOSE,MU,,,STOCK,123.90,123.90,STP\
,4/1/24 12:48:31,STOCK,SELL,-200,TO OPEN,MU,,,STOCK,123.8776,123.8776,MKT\
,4/1/24 12:42:06,STOCK,BUY,+200,TO CLOSE,MU,,,STOCK,123.519,123.519,STP\
,4/1/24 12:41:30,STOCK,SELL,-168,TO OPEN,MU,,,STOCK,123.50,123.50,LMT\
,4/1/24 12:41:30,STOCK,SELL,-32,TO OPEN,MU,,,STOCK,123.50,123.50,LMT\
,4/1/24 12:36:55,STOCK,BUY,+200,TO CLOSE,MU,,,STOCK,123.55,123.55,STP\
,4/1/24 12:36:28,STOCK,SELL,-200,TO OPEN,MU,,,STOCK,123.5536,123.5536,MKT\
,4/1/24 12:35:52,STOCK,SELL,-200,TO CLOSE,MU,,,STOCK,123.75,123.75,STP\
,4/1/24 12:35:47,STOCK,BUY,+38,TO OPEN,MU,,,STOCK,123.82,123.82,LMT\
,4/1/24 12:35:47,STOCK,BUY,+130,TO OPEN,MU,,,STOCK,123.82,123.82,LMT\
,4/1/24 12:35:47,STOCK,BUY,+15,TO OPEN,MU,,,STOCK,123.82,123.82,LMT\
,4/1/24 12:35:47,STOCK,BUY,+17,TO OPEN,MU,,,STOCK,123.82,123.82,LMT\
,4/1/24 12:34:32,STOCK,SELL,-200,TO CLOSE,MU,,,STOCK,123.82,123.82,STP\
,4/1/24 12:34:16,STOCK,BUY,+200,TO OPEN,MU,,,STOCK,123.82,123.82,LMT\
,4/1/24 12:33:44,STOCK,SELL,-200,TO CLOSE,MU,,,STOCK,123.8805,123.8805,STP\
,4/1/24 12:32:48,STOCK,BUY,+200,TO OPEN,MU,,,STOCK,123.7416,123.7416,MKT\
,4/1/24 12:22:20,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,173.7501,173.7501,STP\
,4/1/24 12:21:35,STOCK,BUY,+181,TO OPEN,TSLA,,,STOCK,173.86,173.86,LMT\
,4/1/24 12:21:35,STOCK,BUY,+9,TO OPEN,TSLA,,,STOCK,173.86,173.86,LMT\
,4/1/24 12:21:35,STOCK,BUY,+10,TO OPEN,TSLA,,,STOCK,173.86,173.86,LMT\
,4/1/24 12:20:31,STOCK,BUY,+200,TO CLOSE,TSLA,,,STOCK,173.87,173.87,STP\
,4/1/24 12:20:06,STOCK,SELL,-200,TO OPEN,TSLA,,,STOCK,173.99,173.99,LMT\
,4/1/24 12:15:51,STOCK,BUY,+20,TO CLOSE,TSLA,,,STOCK,173.885,173.885,STP\
,4/1/24 12:15:51,STOCK,BUY,+80,TO CLOSE,TSLA,,,STOCK,173.885,173.885,STP\
,4/1/24 12:15:51,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,173.885,173.885,STP\
,4/1/24 12:15:43,STOCK,SELL,-14,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-1,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-3,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-25,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-34,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-47,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-4,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-7,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:43,STOCK,SELL,-65,TO OPEN,TSLA,,,STOCK,173.79,173.79,LMT\
,4/1/24 12:15:00,STOCK,BUY,+200,TO CLOSE,TSLA,,,STOCK,173.70,173.70,STP\
,4/1/24 12:13:20,STOCK,SELL,-200,TO OPEN,TSLA,,,STOCK,173.85,173.85,LMT\
,4/1/24 12:09:24,STOCK,BUY,+200,TO CLOSE,MU,,,STOCK,123.5897,123.5897,STP\
,4/1/24 12:08:06,STOCK,SELL,-200,TO OPEN,MU,,,STOCK,123.465,123.465,MKT\
,4/1/24 12:07:49,STOCK,SELL,-200,TO CLOSE,MU,,,STOCK,123.55,123.55,STP\
,4/1/24 12:04:57,STOCK,BUY,+200,TO OPEN,MU,,,STOCK,123.50,123.50,LMT\
,4/1/24 12:03:22,STOCK,BUY,+200,TO CLOSE,MU,,,STOCK,123.2894,123.2894,STP\
,4/1/24 12:03:06,STOCK,SELL,-42,TO OPEN,MU,,,STOCK,123.20,123.20,LMT\
,4/1/24 12:03:06,STOCK,SELL,-58,TO OPEN,MU,,,STOCK,123.20,123.20,LMT\
,4/1/24 12:03:06,STOCK,SELL,-40,TO OPEN,MU,,,STOCK,123.20,123.20,LMT\
,4/1/24 12:03:06,STOCK,SELL,-60,TO OPEN,MU,,,STOCK,123.20,123.20,LMT\
,4/1/24 11:59:55,STOCK,BUY,+200,TO CLOSE,MU,,,STOCK,123.45,123.45,STP\
,4/1/24 11:46:08,STOCK,SELL,-181,TO OPEN,MU,,,STOCK,123.99,123.99,LMT\
,4/1/24 11:46:08,STOCK,SELL,-19,TO OPEN,MU,,,STOCK,123.99,123.99,LMT\
,4/1/24 11:44:35,STOCK,SELL,-200,TO CLOSE,MU,,,STOCK,123.9705,123.9705,STP\
,4/1/24 11:44:17,STOCK,BUY,+100,TO OPEN,MU,,,STOCK,124.07,124.07,LMT\
,4/1/24 11:44:17,STOCK,BUY,+34,TO OPEN,MU,,,STOCK,124.07,124.07,LMT\
,4/1/24 11:44:17,STOCK,BUY,+66,TO OPEN,MU,,,STOCK,124.07,124.07,LMT\
,4/1/24 11:41:40,STOCK,SELL,-200,TO CLOSE,MU,,,STOCK,124.10,124.10,STP\
,4/1/24 11:41:10,STOCK,BUY,+180,TO OPEN,MU,,,STOCK,124.25,124.25,LMT\
,4/1/24 11:41:10,STOCK,BUY,+20,TO OPEN,MU,,,STOCK,124.25,124.25,LMT\
,4/1/24 11:30:52,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,172.8901,172.8901,STP\
,4/1/24 11:26:47,STOCK,BUY,+200,TO OPEN,TSLA,,,STOCK,173.01,173.01,LMT\
,4/1/24 11:21:43,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,172.5301,172.5301,STP\
,4/1/24 11:21:41,STOCK,BUY,+104,TO OPEN,TSLA,,,STOCK,172.63,172.63,LMT\
,4/1/24 11:21:41,STOCK,BUY,+96,TO OPEN,TSLA,,,STOCK,172.63,172.63,LMT\
,4/1/24 11:10:05,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,172.34,172.34,STP\
,4/1/24 11:09:50,STOCK,BUY,+200,TO OPEN,TSLA,,,STOCK,172.45,172.45,LMT\
,4/1/24 11:07:51,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,172.62,172.62,STP\
,4/1/24 11:06:31,STOCK,BUY,+144,TO OPEN,TSLA,,,STOCK,172.50,172.50,LMT\
,4/1/24 11:06:31,STOCK,BUY,+56,TO OPEN,TSLA,,,STOCK,172.50,172.50,LMT\
,4/1/24 11:04:05,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,172.4512,172.4512,MKT\
,4/1/24 11:03:55,STOCK,BUY,+11,TO OPEN,TSLA,,,STOCK,172.50,172.50,LMT\
,4/1/24 11:03:55,STOCK,BUY,+104,TO OPEN,TSLA,,,STOCK,172.50,172.50,LMT\
,4/1/24 11:03:55,STOCK,BUY,+85,TO OPEN,TSLA,,,STOCK,172.50,172.50,LMT\
,4/1/24 11:02:07,STOCK,SELL,-24,TO CLOSE,TSLA,,,STOCK,172.6385,172.63833,STP\
,4/1/24 11:02:07,STOCK,SELL,-1,TO CLOSE,TSLA,,,STOCK,172.6385,172.64,STP\
,4/1/24 11:02:06,STOCK,SELL,-100,TO CLOSE,TSLA,,,STOCK,172.6385,172.6385,STP\
,4/1/24 11:02:06,STOCK,SELL,-25,TO CLOSE,TSLA,,,STOCK,172.6385,172.6384,STP\
,4/1/24 11:02:06,STOCK,SELL,-50,TO CLOSE,TSLA,,,STOCK,172.63,172.63,STP\
,4/1/24 11:01:06,STOCK,BUY,+200,TO OPEN,TSLA,,,STOCK,172.50,172.50,LMT\
,4/1/24 10:56:05,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,172.60,172.60,LMT\
,4/1/24 10:51:24,STOCK,BUY,+200,TO OPEN,TSLA,,,STOCK,172.40,172.40,LMT\
,4/1/24 10:36:49,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,171.89,171.89,STP\
,4/1/24 10:29:20,STOCK,BUY,+199,TO OPEN,TSLA,,,STOCK,171.85,171.85,LMT\
,4/1/24 10:29:20,STOCK,BUY,+1,TO OPEN,TSLA,,,STOCK,171.85,171.85,LMT\
,4/1/24 10:26:59,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,171.81,171.81,STP\
,4/1/24 10:24:41,STOCK,BUY,+97,TO OPEN,TSLA,,,STOCK,171.87,171.87,LMT\
,4/1/24 10:24:41,STOCK,BUY,+25,TO OPEN,TSLA,,,STOCK,171.87,171.87,LMT\
,4/1/24 10:24:41,STOCK,BUY,+78,TO OPEN,TSLA,,,STOCK,171.87,171.87,LMT\
,4/1/24 10:20:19,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,172.04,172.04,STP\
,4/1/24 09:35:32,STOCK,BUY,+200,TO OPEN,TSLA,,,STOCK,172.31,172.31,LMT\
,4/1/24 09:16:24,STOCK,SELL,-200,TO CLOSE,CXAI,,,STOCK,6.25,6.25,STP\
,4/1/24 09:15:15,STOCK,BUY,+200,TO OPEN,CXAI,,,STOCK,6.45,6.45,LMT\
,4/1/24 08:36:49,STOCK,SELL,-80,TO CLOSE,TSLA,,,STOCK,171.66,171.66,STP\
,4/1/24 08:36:49,STOCK,SELL,-20,TO CLOSE,TSLA,,,STOCK,171.66,171.66,STP\
,4/1/24 08:30:27,STOCK,BUY,+100,TO OPEN,TSLA,,,STOCK,171.91,171.91,LMT\
,3/28/24 08:03:41,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,177.205,177.205,STP\
,3/28/24 08:02:52,STOCK,BUY,+189,TO OPEN,TSLA,,,STOCK,177.35,177.35,LMT\
,3/28/24 08:02:52,STOCK,BUY,+11,TO OPEN,TSLA,,,STOCK,177.35,177.35,LMT\
,3/28/24 07:13:38,STOCK,BUY,+200,TO CLOSE,TSLA,,,STOCK,176.09,176.09,STP\
,3/28/24 07:10:19,STOCK,SELL,-112,TO OPEN,TSLA,,,STOCK,176.09,176.09,LMT\
,3/28/24 07:10:19,STOCK,SELL,-38,TO OPEN,TSLA,,,STOCK,176.09,176.09,LMT\
,3/28/24 07:10:19,STOCK,SELL,-50,TO OPEN,TSLA,,,STOCK,176.09,176.09,LMT\
,3/27/24 12:45:34,STOCK,SELL,-200,TO CLOSE,AMZN,,,STOCK,179.67,179.67,STP\
,3/27/24 12:43:22,STOCK,BUY,+200,TO OPEN,AMZN,,,STOCK,179.744,179.744,MKT\
,3/27/24 07:14:48,STOCK,SELL,-200,TO CLOSE,TSLA,,,STOCK,177.471,177.471,STP\
,3/27/24 07:14:44,STOCK,BUY,+200,TO OPEN,TSLA,,,STOCK,177.6281,177.6281,MKT\
,3/27/24 07:11:09,STOCK,BUY,+599,TO CLOSE,TSLA,,,STOCK,177.669,177.669,STP\
,3/27/24 07:11:09,STOCK,BUY,+1,TO CLOSE,TSLA,,,STOCK,177.66,177.66,STP\
,3/27/24 07:11:05,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,177.53,177.53,MKT\
,3/27/24 07:07:17,STOCK,BUY,+600,TO CLOSE,TSLA,,,STOCK,176.522,176.522,MKT\
,3/27/24 07:07:15,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,176.6313,176.6313,MKT\
,3/27/24 07:07:08,STOCK,BUY,+600,TO CLOSE,TSLA,,,STOCK,176.7399,176.7399,MKT\
,3/27/24 07:06:59,STOCK,SELL,-173,TO OPEN,TSLA,,,STOCK,176.56,176.56,LMT\
,3/27/24 07:06:59,STOCK,SELL,-278,TO OPEN,TSLA,,,STOCK,176.56,176.56,LMT\
,3/27/24 07:06:59,STOCK,SELL,-139,TO OPEN,TSLA,,,STOCK,176.56,176.56,LMT\
,3/27/24 07:06:59,STOCK,SELL,-10,TO OPEN,TSLA,,,STOCK,176.56,176.56,LMT\
,3/27/24 07:03:59,STOCK,BUY,+600,TO CLOSE,TSLA,,,STOCK,176.23,176.23,STP\
,3/27/24 07:03:51,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,176.27,176.27,MKT\
,3/27/24 07:03:37,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,176.412,176.412,MKT\
,3/27/24 07:03:37,STOCK,BUY,+400,TO CLOSE,TSLA,,,STOCK,176.415,176.415,MKT\
,3/27/24 07:03:36,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,176.415,176.415,MKT\
,3/27/24 07:03:30,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,176.415,176.415,MKT\
,3/27/24 07:00:21,STOCK,SELL,-600,TO CLOSE,TSLA,,,STOCK,176.46,176.46,STP\
,3/27/24 07:00:15,STOCK,BUY,+600,TO OPEN,TSLA,,,STOCK,176.505,176.505,MKT\
,3/27/24 06:53:50,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,177.2997,177.2997,STP\
,3/27/24 06:53:36,STOCK,SELL,-100,TO OPEN,TSLA,,,STOCK,177.23,177.23,MKT\
,3/27/24 06:38:05,STOCK,BUY,+600,TO CLOSE,TSLA,,,STOCK,178.275,178.275,STP\
,3/27/24 06:37:58,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,178.165,178.165,MKT\
,3/27/24 06:37:47,STOCK,BUY,+200,TO CLOSE,TSLA,,,STOCK,178.31,178.31,STP\
,3/27/24 06:37:47,STOCK,BUY,+91,TO CLOSE,TSLA,,,STOCK,178.2999,178.29989,STP\
,3/27/24 06:37:47,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,178.2999,178.2999,STP\
,3/27/24 06:37:47,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,178.285,178.285,STP\
,3/27/24 06:37:47,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,178.2999,178.2999,STP\
,3/27/24 06:37:47,STOCK,BUY,+9,TO CLOSE,TSLA,,,STOCK,178.28,178.28,STP\
,3/27/24 06:37:39,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,178.335,178.335,MKT\
,3/27/24 06:34:52,STOCK,SELL,-600,TO CLOSE,TSLA,,,STOCK,179.03,179.03,STP\
,3/27/24 06:34:50,STOCK,BUY,+51,TO OPEN,TSLA,,,STOCK,179.1699,179.1698,MKT\
,3/27/24 06:34:50,STOCK,BUY,+49,TO OPEN,TSLA,,,STOCK,179.1699,179.17,MKT\
,3/27/24 06:34:50,STOCK,BUY,+100,TO OPEN,TSLA,,,STOCK,179.1699,179.1699,MKT\
,3/27/24 06:34:49,STOCK,BUY,+100,TO OPEN,TSLA,,,STOCK,179.1699,179.1699,MKT\
,3/27/24 06:34:49,STOCK,BUY,+100,TO OPEN,TSLA,,,STOCK,179.16,179.16,MKT\
,3/27/24 06:34:49,STOCK,BUY,+200,TO OPEN,TSLA,,,STOCK,179.165,179.165,MKT\
,3/27/24 06:32:40,STOCK,BUY,+301,TO CLOSE,TSLA,,,STOCK,180.12,180.12,STP\
,3/27/24 06:32:40,STOCK,BUY,+23,TO CLOSE,TSLA,,,STOCK,180.12,180.12,STP\
,3/27/24 06:32:40,STOCK,BUY,+25,TO CLOSE,TSLA,,,STOCK,180.12,180.12,STP\
,3/27/24 06:32:40,STOCK,BUY,+23,TO CLOSE,TSLA,,,STOCK,180.12,180.12,STP\
,3/27/24 06:32:40,STOCK,BUY,+25,TO CLOSE,TSLA,,,STOCK,180.12,180.12,STP\
,3/27/24 06:32:40,STOCK,BUY,+23,TO CLOSE,TSLA,,,STOCK,180.12,180.12,STP\
,3/27/24 06:32:40,STOCK,BUY,+30,TO CLOSE,TSLA,,,STOCK,180.10,180.10,STP\
,3/27/24 06:32:40,STOCK,BUY,+25,TO CLOSE,TSLA,,,STOCK,180.10,180.10,STP\
,3/27/24 06:32:40,STOCK,BUY,+2,TO CLOSE,TSLA,,,STOCK,180.10,180.10,STP\
,3/27/24 06:32:40,STOCK,BUY,+46,TO CLOSE,TSLA,,,STOCK,180.09,180.09,STP\
,3/27/24 06:32:40,STOCK,BUY,+22,TO CLOSE,TSLA,,,STOCK,180.09,180.09,STP\
,3/27/24 06:32:40,STOCK,BUY,+25,TO CLOSE,TSLA,,,STOCK,180.08,180.08,STP\
,3/27/24 06:32:40,STOCK,BUY,+30,TO CLOSE,TSLA,,,STOCK,180.08,180.08,STP\
,3/27/24 06:32:01,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,179.3878,179.3878,MKT\
,3/27/24 06:31:36,STOCK,BUY,+600,TO CLOSE,TSLA,,,STOCK,179.86,179.86,STP\
,3/27/24 06:31:34,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,179.766,179.766,MKT\
,3/27/24 06:31:23,STOCK,BUY,+600,TO CLOSE,TSLA,,,STOCK,179.745,179.745,STP\
,3/27/24 06:31:23,STOCK,SELL,-600,TO OPEN,TSLA,,,STOCK,179.745,179.745,MKT\
,3/27/24 06:30:40,STOCK,BUY,+100,TO CLOSE,TSLA,,,STOCK,180.12,180.12,MKT\
,3/27/24 06:30:32,STOCK,SELL,-100,TO OPEN,TSLA,,,STOCK,180.0801,180.0801,MKT\
,3/26/24 16:04:51,STOCK,SELL,-10,TO CLOSE,NVDA,,,STOCK,927.34,927.34,LMT\
,3/26/24 15:29:49,STOCK,BUY,+8,TO OPEN,NVDA,,,STOCK,927.00,927.00,LMT\
,3/26/24 15:29:49,STOCK,BUY,+1,TO OPEN,NVDA,,,STOCK,927.00,927.00,LMT\
,3/26/24 15:29:49,STOCK,BUY,+1,TO OPEN,NVDA,,,STOCK,927.00,927.00,LMT\
,3/26/24 15:29:29,STOCK,SELL,-2,TO CLOSE,NVDA,,,STOCK,926.81,926.81,LMT\
,3/26/24 15:29:29,STOCK,SELL,-8,TO CLOSE,NVDA,,,STOCK,926.85,926.85,LMT\
,3/26/24 15:28:47,STOCK,BUY,+10,TO OPEN,NVDA,,,STOCK,927.00,927.00,LMT\
,3/26/24 12:40:17,STOCK,BUY,+500,TO CLOSE,GOOG,,,STOCK,151.95,151.95,STP\
,3/26/24 12:40:05,STOCK,SELL,-400,TO OPEN,GOOG,,,STOCK,151.90,151.90,LMT\
,3/26/24 12:40:05,STOCK,SELL,-100,TO OPEN,GOOG,,,STOCK,151.90,151.90,LMT\
,3/26/24 12:38:22,STOCK,BUY,+390,TO CLOSE,GOOG,,,STOCK,151.92,151.92,STP\
,3/26/24 12:38:22,STOCK,BUY,+9,TO CLOSE,GOOG,,,STOCK,151.915,151.91556,STP\
,3/26/24 12:38:22,STOCK,BUY,+95,TO CLOSE,GOOG,,,STOCK,151.915,151.91495,STP\
,3/26/24 12:38:22,STOCK,BUY,+5,TO CLOSE,GOOG,,,STOCK,151.915,151.916,STP\
,3/26/24 12:38:22,STOCK,BUY,+1,TO CLOSE,GOOG,,,STOCK,151.915,151.92,STP\
,3/26/24 12:36:02,STOCK,SELL,-500,TO OPEN,GOOG,,,STOCK,151.98,151.98,LMT\
,3/26/24 12:23:12,STOCK,BUY,+500,TO CLOSE,MU,,,STOCK,119.04,119.04,STP\
,3/26/24 12:23:05,STOCK,SELL,-500,TO OPEN,MU,,,STOCK,118.97,118.97,STP\
